"","REF_DATE","Type.of.crop","GEO","Average.farm.price..dollars.per.tonne.","Average.yield..kilograms.per.hectare.","Production..metric.tonnes.","Seeded.area..acres.","Seeded.area..hectares.","Total.farm.value..dollars."
"9052",1947,"Mixed grains","BC",39,2110,1900,2200,900,74
"9053",1947,"Mixed grains","MB",39,1165,6300,13400,5400,246
"9054",1947,"Mixed grains","NB",41,1715,1800,2600,1050,74
"9055",1947,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"9056",1947,"Mixed grains","NS",54,1375,2200,3900,1600,118
"9057",1947,"Mixed grains","ON",46,1700,477400,694000,280900,21985
"9058",1947,"Mixed grains","PE",42,1915,39500,50900,20600,1644
"9059",1947,"Mixed grains","QC",48,1020,76700,186000,75300,3682
"9060",1947,"Mixed grains","SK",36,775,3800,12000,4900,136
"9061",1947,"Mustard seed","AB",NA,NA,0,NA,NA,NA
"9062",1947,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"9063",1947,"Mustard seed","MB",NA,NA,0,NA,NA,NA
"9064",1947,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"9065",1947,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"9066",1947,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"9067",1947,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"9068",1947,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"9069",1947,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"9070",1947,"Mustard seed","SK",NA,NA,0,NA,NA,NA
"9071",1947,"Oats","AB",49,1130,1157000,2534000,1025000,57000
"9072",1947,"Oats","BC",53,1770,70000,97600,39500,3676
"9073",1947,"Oats","MB",51,1075,566000,1301000,526000,28626
"9074",1947,"Oats","NB",57,1220,87850,178000,72050,5012
"9075",1947,"Oats","NL",NA,NA,0,NA,NA,NA
"9076",1947,"Oats","NS",59,1220,32500,65800,26650,1916
"9077",1947,"Oats","ON",58,1225,577000,1162000,470200,33674
"9078",1947,"Oats","PE",59,1335,59900,111000,44900,3535
"9079",1947,"Oats","QC",60,730,383200,1301000,526500,22861
"9080",1947,"Oats","SK",51,765,1234000,3983000,1612000,63200
"9081",1947,"Peas, dry","AB",98,805,6050,18500,7500,591
"9082",1947,"Peas, dry","BC",101,1515,4700,7700,3100,475
"9083",1947,"Peas, dry","MB",88,945,11900,31200,12600,1049
"9084",1947,"Peas, dry","NB",NA,NA,0,NA,NA,NA
"9085",1947,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"9086",1947,"Peas, dry","NS",NA,NA,0,NA,NA,NA
"9087",1947,"Peas, dry","ON",110,995,14900,37000,14950,1644
"9088",1947,"Peas, dry","PE",NA,NA,0,NA,NA,NA
"9089",1947,"Peas, dry","QC",145,810,2100,6400,2600,305
"9090",1947,"Peas, dry","SK",91,735,2800,9400,3800,255
"9091",1947,"Rye, all","AB",138,815,108300,328000,133000,14960
"9092",1947,"Rye, all","BC",130,1200,600,1300,500,78
"9093",1947,"Rye, all","MB",144,915,14800,40000,16200,2124
"9094",1947,"Rye, all","NB",NA,NA,0,NA,NA,NA
"9095",1947,"Rye, all","NL",NA,NA,0,NA,NA,NA
"9096",1947,"Rye, all","NS",0,0,0,0,0,0
"9097",1947,"Rye, all","ON",101,1215,35900,73200,29600,3617
"9098",1947,"Rye, all","PE",NA,NA,0,NA,NA,NA
"9099",1947,"Rye, all","QC",52,915,1100,3000,1200,57
"9100",1947,"Rye, all","SK",131,605,185600,756000,306000,24236
"9101",1947,"Rye, fall remaining","AB",138,925,74000,NA,NA,10208
"9102",1947,"Rye, fall remaining","BC",NA,NA,0,NA,NA,NA
"9103",1947,"Rye, fall remaining","MB",145,925,12000,NA,NA,1735
"9104",1947,"Rye, fall remaining","NB",NA,NA,0,NA,NA,NA
"9105",1947,"Rye, fall remaining","NL",NA,NA,0,NA,NA,NA
"9106",1947,"Rye, fall remaining","NS",NA,NA,0,NA,NA,NA
"9107",1947,"Rye, fall remaining","ON",NA,NA,0,NA,NA,NA
"9108",1947,"Rye, fall remaining","PE",NA,NA,0,NA,NA,NA
"9109",1947,"Rye, fall remaining","QC",NA,NA,0,NA,NA,NA
"9110",1947,"Rye, fall remaining","SK",131,635,145000,NA,NA,18924
"9111",1947,"Rye, spring","AB",139,645,34300,131000,53000,4752
"9112",1947,"Rye, spring","BC",NA,NA,0,NA,NA,NA
"9113",1947,"Rye, spring","MB",139,875,2800,8000,3200,389
"9114",1947,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"9115",1947,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"9116",1947,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"9117",1947,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"9118",1947,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"9119",1947,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"9120",1947,"Rye, spring","SK",131,520,40600,192000,78000,5312
"9121",1947,"Soybeans","AB",NA,NA,0,NA,NA,NA
"9122",1947,"Soybeans","BC",NA,NA,0,NA,NA,NA
"9123",1947,"Soybeans","MB",NA,NA,0,NA,NA,NA
"9124",1947,"Soybeans","NB",NA,NA,0,NA,NA,NA
"9125",1947,"Soybeans","NL",NA,NA,0,NA,NA,NA
"9126",1947,"Soybeans","NS",NA,NA,0,NA,NA,NA
"9127",1947,"Soybeans","ON",112,1225,30200,61000,24700,3397
"9128",1947,"Soybeans","PE",NA,NA,0,NA,NA,NA
"9129",1947,"Soybeans","QC",NA,NA,0,NA,NA,NA
"9130",1947,"Soybeans","SK",NA,NA,0,NA,NA,NA
"9131",1947,"Sugar beets","AB",1.65,28100,332200,29257,11800,5485
"9132",1947,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"9133",1947,"Sugar beets","MB",1.38,16300,58800,8910,3600,813
"9134",1947,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"9135",1947,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"9136",1947,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"9137",1947,"Sugar beets","ON",1.51,19900,149000,18603,7500,2251
"9138",1947,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"9139",1947,"Sugar beets","QC",1.43,13600,9500,1635,700,136
"9140",1947,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"9141",1947,"Sunflower seed","AB",0,0,0,0,0,0
"9142",1947,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"9143",1947,"Sunflower seed","MB",0,785,7300,23000,9300,0
"9144",1947,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"9145",1947,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"9146",1947,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"9147",1947,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"9148",1947,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"9149",1947,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"9150",1947,"Sunflower seed","SK",0,0,0,0,0,0
"9151",1947,"Tame hay","AB",1.56,3480,1357000,969000,390000,21139
"9152",1947,"Tame hay","BC",2.36,5130,621000,299000,121000,14625
"9153",1947,"Tame hay","MB",1.26,4520,587000,330000,130000,7401
"9154",1947,"Tame hay","NB",2.04,3140,679000,534000,216000,13875
"9155",1947,"Tame hay","NL",NA,NA,0,NA,NA,NA
"9156",1947,"Tame hay","NS",2.09,3800,630000,409000,166000,13156
"9157",1947,"Tame hay","ON",1.57,4230,5974000,3490000,1412000,94068
"9158",1947,"Tame hay","PE",2.33,1810,161000,221000,89000,3751
"9159",1947,"Tame hay","QC",1.76,3270,5224000,3943800,1596000,91725
"9160",1947,"Tame hay","SK",1.64,2930,557000,475000,190000,9158
"9161",1947,"Wheat, all","AB",59,1065,2857000,6634000,2684000,169050
"9162",1947,"Wheat, all","BC",63,1530,63900,103000,41700,4015
"9163",1947,"Wheat, all","MB",61,1130,1143000,2497000,1011000,69720
"9164",1947,"Wheat, all","NB",57,1400,1050,1900,750,60
"9165",1947,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"9166",1947,"Wheat, all","NS",50,1200,600,1200,500,30
"9167",1947,"Wheat, all","ON",52,1650,432300,646000,261700,22561
"9168",1947,"Wheat, all","PE",55,1445,1300,2200,900,72
"9169",1947,"Wheat, all","QC",58,1000,4400,10900,4400,253
"9170",1947,"Wheat, all","SK",60,820,4708000,14226000,5757000,281990
"9171",1947,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"9172",1947,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"9173",1947,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"9174",1947,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"9175",1947,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"9176",1947,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"9177",1947,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"9178",1947,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"9179",1947,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"9180",1947,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"9181",1947,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"9182",1947,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"9183",1947,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"9184",1947,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"9185",1947,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"9186",1947,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"9187",1947,"Wheat, spring","ON",52,1220,14300,29000,11700,746
"9188",1947,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"9189",1947,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"9190",1947,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"9191",1947,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"9192",1947,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"9193",1947,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"9194",1947,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"9195",1947,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"9196",1947,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"9197",1947,"Wheat, winter remaining","ON",52,1670,418000,NA,NA,21815
"9198",1947,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"9199",1947,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"9200",1947,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"9201",1948,"Barley","AB",43,1330,1197000,2226000,901000,51150
"9202",1948,"Barley","BC",47,1675,15600,23000,9300,729
"9203",1948,"Barley","MB",45,1575,980000,1540000,623000,44100
"9204",1948,"Barley","NB",55,1720,6700,9600,3900,368
"9205",1948,"Barley","NL",NA,NA,0,NA,NA,NA
"9206",1948,"Barley","NS",58,1625,3250,5000,2000,189
"9207",1948,"Barley","ON",51,1850,152000,203000,82200,7751
"9208",1948,"Barley","PE",54,1735,3300,4700,1900,177
"9209",1948,"Barley","QC",55,1455,43000,73200,29600,2371
"9210",1948,"Barley","SK",44,975,914000,2316000,937000,39900
"9211",1948,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"9212",1948,"Beans, all dry (white and coloured)","BC",NA,NA,0,NA,NA,NA
"9213",1948,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"9214",1948,"Beans, all dry (white and coloured)","NB",NA,NA,0,NA,NA,NA
"9215",1948,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"9216",1948,"Beans, all dry (white and coloured)","NS",NA,NA,0,NA,NA,NA
"9217",1948,"Beans, all dry (white and coloured)","ON",151,1205,38200,78300,31700,5762
"9218",1948,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"9219",1948,"Beans, all dry (white and coloured)","QC",169,1135,850,1900,750,144
"9220",1948,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"9221",1948,"Buckwheat","AB",NA,NA,0,NA,NA,NA
"9222",1948,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"9223",1948,"Buckwheat","MB",64,835,750,2200,900,48
"9224",1948,"Buckwheat","NB",61,1345,5650,10400,4200,346
"9225",1948,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"9226",1948,"Buckwheat","NS",NA,NA,0,NA,NA,NA
"9227",1948,"Buckwheat","ON",53,1080,35550,81200,32900,1877
"9228",1948,"Buckwheat","PE",NA,NA,0,NA,NA,NA
"9229",1948,"Buckwheat","QC",60,1245,26000,51700,20900,1552
"9230",1948,"Buckwheat","SK",NA,NA,0,NA,NA,NA
"9231",1948,"Canola (rapeseed)","AB",NA,NA,0,NA,NA,NA
"9232",1948,"Canola (rapeseed)","BC",NA,NA,0,NA,NA,NA
"9233",1948,"Canola (rapeseed)","MB",0,0,0,0,0,0
"9234",1948,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"9235",1948,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"9236",1948,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"9237",1948,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"9238",1948,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"9239",1948,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"9240",1948,"Canola (rapeseed)","SK",0,895,29000,80000,32400,0
"9241",1948,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"9242",1948,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"9243",1948,"Corn for grain","MB",49,1875,7500,9900,4000,371
"9244",1948,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"9245",1948,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"9246",1948,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"9247",1948,"Corn for grain","ON",52,3150,315000,248000,100000,16368
"9248",1948,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"9249",1948,"Corn for grain","QC",0,0,0,0,0,0
"9250",1948,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"9251",1948,"Corn for silage","AB",0.67,15000,3000,600,200,20
"9252",1948,"Corn for silage","BC",0.99,23080,30000,3100,1300,297
"9253",1948,"Corn for silage","MB",0.76,10000,54000,13300,5400,413
"9254",1948,"Corn for silage","NB",0,0,0,0,0,0
"9255",1948,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"9256",1948,"Corn for silage","NS",0,0,0,0,0,0
"9257",1948,"Corn for silage","ON",0.58,22330,2925000,324000,131000,17023
"9258",1948,"Corn for silage","PE",0,0,0,0,0,0
"9259",1948,"Corn for silage","QC",0.77,18820,544000,71400,28900,4200
"9260",1948,"Corn for silage","SK",1.49,520,13000,6300,2500,194
"9261",1948,"Flaxseed","AB",149,765,77500,250000,101000,11529
"9262",1948,"Flaxseed","BC",147,700,1650,5800,2350,243
"9263",1948,"Flaxseed","MB",150,590,238800,1000000,405000,35908
"9264",1948,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"9265",1948,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"9266",1948,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"9267",1948,"Flaxseed","ON",150,810,23750,72500,29350,3553
"9268",1948,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"9269",1948,"Flaxseed","QC",0,0,0,0,0,0
"9270",1948,"Flaxseed","SK",150,500,127000,630000,255000,19000
"9271",1948,"Lentils","AB",NA,NA,0,NA,NA,NA
"9272",1948,"Lentils","BC",NA,NA,0,NA,NA,NA
"9273",1948,"Lentils","MB",NA,NA,0,NA,NA,NA
"9274",1948,"Lentils","NB",NA,NA,0,NA,NA,NA
"9275",1948,"Lentils","NL",NA,NA,0,NA,NA,NA
"9276",1948,"Lentils","NS",NA,NA,0,NA,NA,NA
"9277",1948,"Lentils","ON",NA,NA,0,NA,NA,NA
"9278",1948,"Lentils","PE",NA,NA,0,NA,NA,NA
"9279",1948,"Lentils","QC",NA,NA,0,NA,NA,NA
"9280",1948,"Lentils","SK",NA,NA,0,NA,NA,NA
"9281",1948,"Mixed grains","AB",37,1290,21700,41600,16800,796
"9282",1948,"Mixed grains","BC",47,2000,1800,2200,900,84
"9283",1948,"Mixed grains","MB",41,1475,12400,20700,8400,512
"9284",1948,"Mixed grains","NB",45,1900,1900,2500,1000,85
"9285",1948,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"9286",1948,"Mixed grains","NS",50,1665,3250,4800,1950,161
"9287",1948,"Mixed grains","ON",47,2195,882600,994000,402300,41077
"9288",1948,"Mixed grains","PE",48,2120,42800,49900,20200,2054
"9289",1948,"Mixed grains","QC",55,1555,122600,195000,78900,6787
"9290",1948,"Mixed grains","SK",40,1030,6700,16000,6500,269
"9291",1948,"Mustard seed","AB",NA,NA,0,NA,NA,NA
"9292",1948,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"9293",1948,"Mustard seed","MB",NA,NA,0,NA,NA,NA
"9294",1948,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"9295",1948,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"9296",1948,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"9297",1948,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"9298",1948,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"9299",1948,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"9300",1948,"Mustard seed","SK",NA,NA,0,NA,NA,NA
"9301",1948,"Oats","AB",40,1200,1188000,2452000,992000,46970
"9302",1948,"Oats","BC",45,1735,62000,88200,35700,2815
"9303",1948,"Oats","MB",42,1535,876000,1412000,571000,36920
"9304",1948,"Oats","NB",54,1450,100800,172000,69600,5425
"9305",1948,"Oats","NL",NA,NA,0,NA,NA,NA
"9306",1948,"Oats","NS",60,1375,34600,62300,25200,2086
"9307",1948,"Oats","ON",53,1595,1046300,1623000,656800,55630
"9308",1948,"Oats","PE",53,1485,64950,108000,43700,3454
"9309",1948,"Oats","QC",58,1115,580700,1285000,520000,33886
"9310",1948,"Oats","SK",41,930,1373000,3652000,1478000,56070
"9311",1948,"Peas, dry","AB",93,960,5650,14500,5900,528
"9312",1948,"Peas, dry","BC",135,1100,1100,2500,1000,148
"9313",1948,"Peas, dry","MB",85,1070,7400,17000,6900,626
"9314",1948,"Peas, dry","NB",NA,NA,0,NA,NA,NA
"9315",1948,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"9316",1948,"Peas, dry","NS",NA,NA,0,NA,NA,NA
"9317",1948,"Peas, dry","ON",105,1470,14200,23800,9650,1490
"9318",1948,"Peas, dry","PE",NA,NA,0,NA,NA,NA
"9319",1948,"Peas, dry","QC",146,1135,2500,5400,2200,364
"9320",1948,"Peas, dry","SK",83,1055,950,2300,900,79
"9321",1948,"Rye, all","AB",50,1005,259100,637000,258000,12954
"9322",1948,"Rye, all","BC",53,1125,900,2000,800,48
"9323",1948,"Rye, all","MB",51,1060,50500,117600,47700,2575
"9324",1948,"Rye, all","NB",NA,NA,0,NA,NA,NA
"9325",1948,"Rye, all","NL",NA,NA,0,NA,NA,NA
"9326",1948,"Rye, all","NS",0,0,0,0,0,0
"9327",1948,"Rye, all","ON",60,1390,68200,121000,49000,4083
"9328",1948,"Rye, all","PE",NA,NA,0,NA,NA,NA
"9329",1948,"Rye, all","QC",55,1055,2000,4600,1900,110
"9330",1948,"Rye, all","SK",51,535,317900,1470000,595000,16282
"9331",1948,"Rye, fall remaining","AB",50,1160,188000,NA,NA,9398
"9332",1948,"Rye, fall remaining","BC",NA,NA,0,NA,NA,NA
"9333",1948,"Rye, fall remaining","MB",51,1075,42000,NA,NA,2143
"9334",1948,"Rye, fall remaining","NB",NA,NA,0,NA,NA,NA
"9335",1948,"Rye, fall remaining","NL",NA,NA,0,NA,NA,NA
"9336",1948,"Rye, fall remaining","NS",NA,NA,0,NA,NA,NA
"9337",1948,"Rye, fall remaining","ON",NA,NA,0,NA,NA,NA
"9338",1948,"Rye, fall remaining","PE",NA,NA,0,NA,NA,NA
"9339",1948,"Rye, fall remaining","QC",NA,NA,0,NA,NA,NA
"9340",1948,"Rye, fall remaining","SK",51,515,236000,NA,NA,12090
"9341",1948,"Rye, spring","AB",50,740,71100,237000,96000,3556
"9342",1948,"Rye, spring","BC",NA,NA,0,NA,NA,NA
"9343",1948,"Rye, spring","MB",51,975,8500,21600,8700,432
"9344",1948,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"9345",1948,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"9346",1948,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"9347",1948,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"9348",1948,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"9349",1948,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"9350",1948,"Rye, spring","SK",51,600,81900,336000,136000,4192
"9351",1948,"Soybeans","AB",NA,NA,0,NA,NA,NA
"9352",1948,"Soybeans","BC",NA,NA,0,NA,NA,NA
"9353",1948,"Soybeans","MB",NA,NA,0,NA,NA,NA
"9354",1948,"Soybeans","NB",NA,NA,0,NA,NA,NA
"9355",1948,"Soybeans","NL",NA,NA,0,NA,NA,NA
"9356",1948,"Soybeans","NS",NA,NA,0,NA,NA,NA
"9357",1948,"Soybeans","ON",85,1305,49600,94000,38000,4195
"9358",1948,"Soybeans","PE",NA,NA,0,NA,NA,NA
"9359",1948,"Soybeans","QC",NA,NA,0,NA,NA,NA
"9360",1948,"Soybeans","SK",NA,NA,0,NA,NA,NA
"9361",1948,"Sugar beets","AB",1.65,24900,293900,29198,11800,4854
"9362",1948,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"9363",1948,"Sugar beets","MB",1.58,18700,73000,9531,3900,1153
"9364",1948,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"9365",1948,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"9366",1948,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"9367",1948,"Sugar beets","ON",1.59,23800,178900,18457,7500,2837
"9368",1948,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"9369",1948,"Sugar beets","QC",1.43,20800,25000,2879,1200,358
"9370",1948,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"9371",1948,"Sunflower seed","AB",0,0,0,0,0,0
"9372",1948,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"9373",1948,"Sunflower seed","MB",0,895,10500,29000,11700,0
"9374",1948,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"9375",1948,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"9376",1948,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"9377",1948,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"9378",1948,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"9379",1948,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"9380",1948,"Sunflower seed","SK",0,0,0,0,0,0
"9381",1948,"Tame hay","AB",1.65,3600,1403000,969000,390000,23138
"9382",1948,"Tame hay","BC",2.72,5090,616000,300000,121000,16734
"9383",1948,"Tame hay","MB",1.25,4290,558000,317000,130000,6958
"9384",1948,"Tame hay","NB",1.72,3580,742000,511000,207000,12761
"9385",1948,"Tame hay","NL",NA,NA,0,NA,NA,NA
"9386",1948,"Tame hay","NS",1.91,4500,706000,389000,157000,13459
"9387",1948,"Tame hay","ON",1.61,4370,5844000,3305000,1337000,93861
"9388",1948,"Tame hay","PE",1.44,4910,437000,219000,89000,6314
"9389",1948,"Tame hay","QC",1.94,3140,4961000,3906200,1581000,96254
"9390",1948,"Tame hay","SK",1.62,3490,698000,489000,200000,11305
"9391",1948,"Wheat, all","AB",59,1235,3130000,6259000,2533000,185150
"9392",1948,"Wheat, all","BC",62,1425,53700,93100,37700,3336
"9393",1948,"Wheat, all","MB",61,1550,1361000,2172000,879000,83000
"9394",1948,"Wheat, all","NB",69,1700,1700,2500,1000,118
"9395",1948,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"9396",1948,"Wheat, all","NS",64,1275,700,1300,550,45
"9397",1948,"Wheat, all","ON",75,2005,627600,774000,312800,47264
"9398",1948,"Wheat, all","PE",66,1520,1750,2800,1150,115
"9399",1948,"Wheat, all","QC",66,1340,6300,11600,4700,416
"9400",1948,"Wheat, all","SK",60,895,5198000,14389000,5823000,311330
"9401",1948,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"9402",1948,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"9403",1948,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"9404",1948,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"9405",1948,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"9406",1948,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"9407",1948,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"9408",1948,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"9409",1948,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"9410",1948,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"9411",1948,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"9412",1948,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"9413",1948,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"9414",1948,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"9415",1948,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"9416",1948,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"9417",1948,"Wheat, spring","ON",75,1495,29600,49000,19800,2230
"9418",1948,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"9419",1948,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"9420",1948,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"9421",1948,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"9422",1948,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"9423",1948,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"9424",1948,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"9425",1948,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"9426",1948,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"9427",1948,"Wheat, winter remaining","ON",75,2040,598000,NA,NA,45034
"9428",1948,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"9429",1948,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"9430",1948,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"9431",1949,"Barley","AB",57,915,784000,2118000,857000,44640
"9432",1949,"Barley","BC",58,1945,20400,26000,10500,1174
"9433",1949,"Barley","MB",64,1265,871000,1699000,688000,56000
"9434",1949,"Barley","NB",58,1560,7100,11200,4550,413
"9435",1949,"Barley","NL",NA,NA,0,NA,NA,NA
"9436",1949,"Barley","NS",58,1600,3200,4900,2000,185
"9437",1949,"Barley","ON",57,1630,131300,199000,80500,7538
"9438",1949,"Barley","PE",54,1790,3400,4800,1900,185
"9439",1949,"Barley","QC",57,1290,31500,60200,24400,1806
"9440",1949,"Barley","SK",59,985,718000,1800000,728000,42240
"9441",1949,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"9442",1949,"Beans, all dry (white and coloured)","BC",NA,NA,0,NA,NA,NA
"9443",1949,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"9444",1949,"Beans, all dry (white and coloured)","NB",NA,NA,0,NA,NA,NA
